360,华硕 VivoBook S400CA,不含固态硬盘,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i3 2代,几乎全新，无任何瑕疵,机械硬盘250GB及以下,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
360,华硕 VivoBook S400CA,不含固态硬盘,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i3 2代,几乎全新，无任何瑕疵,机械硬盘320GB,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
400,华硕 VivoBook S400CA,不含固态硬盘,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i3 2代,几乎全新，无任何瑕疵,机械硬盘500GB-1TB,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
450,华硕 VivoBook S400CA,不含固态硬盘,4GB-6GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i3 2代,几乎全新，无任何瑕疵,机械硬盘250GB及以下,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
450,华硕 VivoBook S400CA,不含固态硬盘,4GB-6GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i3 2代,几乎全新，无任何瑕疵,机械硬盘320GB,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
460,华硕 VivoBook S400CA,不含固态硬盘,4GB-6GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i3 2代,几乎全新，无任何瑕疵,机械硬盘500GB-1TB,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
410,华硕 VivoBook S400CA,不含固态硬盘,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i3 3代,几乎全新，无任何瑕疵,机械硬盘250GB及以下,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
410,华硕 VivoBook S400CA,不含固态硬盘,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i3 3代,几乎全新，无任何瑕疵,机械硬盘320GB,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
430,华硕 VivoBook S400CA,不含固态硬盘,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i3 3代,几乎全新，无任何瑕疵,机械硬盘500GB-1TB,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
510,华硕 VivoBook S400CA,不含固态硬盘,4GB-6GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i3 3代,几乎全新，无任何瑕疵,机械硬盘250GB及以下,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
510,华硕 VivoBook S400CA,不含固态硬盘,4GB-6GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i3 3代,几乎全新，无任何瑕疵,机械硬盘320GB,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
480,华硕 VivoBook S400CA,不含固态硬盘,4GB-6GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i3 3代,几乎全新，无任何瑕疵,机械硬盘500GB-1TB,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
720,华硕 VivoBook S400CA,不含固态硬盘,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 3代,几乎全新，无任何瑕疵,机械硬盘250GB及以下,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
720,华硕 VivoBook S400CA,不含固态硬盘,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 3代,几乎全新，无任何瑕疵,机械硬盘320GB,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
540,华硕 VivoBook S400CA,不含固态硬盘,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 3代,几乎全新，无任何瑕疵,机械硬盘500GB-1TB,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
720,华硕 VivoBook S400CA,固态硬盘60GB-80GB,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 3代,几乎全新，无任何瑕疵,机械硬盘500GB-1TB,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
530,华硕 VivoBook S400CA,固态硬盘120GB-192GB,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 3代,几乎全新，无任何瑕疵,机械硬盘500GB-1TB,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
480,华硕 VivoBook S400CA,固态硬盘120GB-192GB,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 3代,几乎全新，无任何瑕疵,不含机械硬盘,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
750,华硕 VivoBook S400CA,固态硬盘240GB-288GB,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 3代,几乎全新，无任何瑕疵,不含机械硬盘,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
760,华硕 VivoBook S400CA,不含固态硬盘,4GB-6GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 3代,几乎全新，无任何瑕疵,机械硬盘250GB及以下,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
760,华硕 VivoBook S400CA,不含固态硬盘,4GB-6GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 3代,几乎全新，无任何瑕疵,机械硬盘320GB,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
730,华硕 VivoBook S400CA,不含固态硬盘,4GB-6GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 3代,几乎全新，无任何瑕疵,机械硬盘500GB-1TB,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
760,华硕 VivoBook S400CA,固态硬盘60GB-80GB,4GB-6GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 3代,几乎全新，无任何瑕疵,机械硬盘500GB-1TB,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
800,华硕 VivoBook S400CA,固态硬盘120GB-192GB,4GB-6GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 3代,几乎全新，无任何瑕疵,机械硬盘500GB-1TB,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
760,华硕 VivoBook S400CA,固态硬盘120GB-192GB,4GB-6GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 3代,几乎全新，无任何瑕疵,不含机械硬盘,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
880,华硕 VivoBook S400CA,固态硬盘240GB-288GB,4GB-6GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 3代,几乎全新，无任何瑕疵,不含机械硬盘,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
780,华硕 VivoBook S400CA,不含固态硬盘,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 3代,几乎全新，无任何瑕疵,机械硬盘500GB-1TB,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
780,华硕 VivoBook S400CA,固态硬盘60GB-80GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 3代,几乎全新，无任何瑕疵,机械硬盘500GB-1TB,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
760,华硕 VivoBook S400CA,固态硬盘120GB-192GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 3代,几乎全新，无任何瑕疵,机械硬盘500GB-1TB,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
720,华硕 VivoBook S400CA,不含固态硬盘,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 3代,几乎全新，无任何瑕疵,机械硬盘500GB-1TB,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
760,华硕 VivoBook S400CA,固态硬盘60GB-80GB,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 3代,几乎全新，无任何瑕疵,机械硬盘500GB-1TB,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
790,华硕 VivoBook S400CA,固态硬盘120GB-192GB,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 3代,几乎全新，无任何瑕疵,机械硬盘500GB-1TB,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
860,华硕 VivoBook S400CA,不含固态硬盘,4GB-6GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 3代,几乎全新，无任何瑕疵,机械硬盘500GB-1TB,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
880,华硕 VivoBook S400CA,固态硬盘60GB-80GB,4GB-6GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 3代,几乎全新，无任何瑕疵,机械硬盘500GB-1TB,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
960,华硕 VivoBook S400CA,固态硬盘120GB-192GB,4GB-6GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 3代,几乎全新，无任何瑕疵,机械硬盘500GB-1TB,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
900,华硕 VivoBook S400CA,不含固态硬盘,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 3代,几乎全新，无任何瑕疵,机械硬盘250GB及以下,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
900,华硕 VivoBook S400CA,不含固态硬盘,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 3代,几乎全新，无任何瑕疵,机械硬盘320GB,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
860,华硕 VivoBook S400CA,不含固态硬盘,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 3代,几乎全新，无任何瑕疵,机械硬盘500GB-1TB,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
820,华硕 VivoBook S400CA,固态硬盘60GB-80GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 3代,几乎全新，无任何瑕疵,机械硬盘500GB-1TB,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
890,华硕 VivoBook S400CA,固态硬盘120GB-192GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 3代,几乎全新，无任何瑕疵,机械硬盘500GB-1TB,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
880,华硕 VivoBook S400CA,固态硬盘32GB及以下,4GB-6GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 3代,几乎全新，无任何瑕疵,机械硬盘500GB-1TB,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
780,华硕 VivoBook S400CA,不含固态硬盘,10GB-14GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 3代,几乎全新，无任何瑕疵,机械硬盘500GB-1TB,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
760,华硕 VivoBook S400CA,固态硬盘32GB及以下,4GB-6GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 3代,几乎全新，无任何瑕疵,机械硬盘500GB-1TB,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
820,华硕 VivoBook S400CA,固态硬盘32GB及以下,10GB-14GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i7 3代,几乎全新，无任何瑕疵,机械硬盘500GB-1TB,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
780,华硕 VivoBook S400CA,固态硬盘32GB及以下,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 3代,几乎全新，无任何瑕疵,机械硬盘500GB-1TB,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
480,华硕 VivoBook S400CA,固态硬盘32GB及以下,4GB-6GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i3 3代,几乎全新，无任何瑕疵,机械硬盘500GB-1TB,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
530,华硕 VivoBook S400CA,固态硬盘120GB-192GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 3代,几乎全新，无任何瑕疵,不含机械硬盘,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
470,华硕 VivoBook S400CA,固态硬盘32GB及以下,4GB-6GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i5 3代,几乎全新，无任何瑕疵,不含机械硬盘,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
360,华硕 VivoBook S400CA,不含固态硬盘,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i3 2代,几乎全新，无任何瑕疵,机械硬盘250GB及以下,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
40,华硕 VivoBook S400CA,不含固态硬盘,2GB-3GB ,蓝屏、死机、不能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i3 2代,几乎全新，无任何瑕疵,机械硬盘250GB及以下,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
15,华硕 VivoBook S400CA,不含固态硬盘,2GB-3GB ,无法开机,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i3 2代,几乎全新，无任何瑕疵,机械硬盘250GB及以下,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
330,华硕 VivoBook S400CA,不含固态硬盘,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i3 2代,无磕碰掉漆，有轻微划痕,机械硬盘250GB及以下,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
320,华硕 VivoBook S400CA,不含固态硬盘,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i3 2代,仅有1-2处磕碰掉漆,机械硬盘250GB及以下,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
240,华硕 VivoBook S400CA,不含固态硬盘,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i3 2代,有多处磕碰、掉漆,机械硬盘250GB及以下,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
310,华硕 VivoBook S400CA,不含固态硬盘,2GB-3GB ,开机后能进入操作系统桌面,经常使用，完好有细微划痕,很少使用，显示完美几乎全新,Intel 酷睿 i3 2代,几乎全新，无任何瑕疵,机械硬盘250GB及以下,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
170,华硕 VivoBook S400CA,不含固态硬盘,2GB-3GB ,开机后能进入操作系统桌面,屏幕有裂痕、缺角、碎裂,很少使用，显示完美几乎全新,Intel 酷睿 i3 2代,几乎全新，无任何瑕疵,机械硬盘250GB及以下,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
310,华硕 VivoBook S400CA,不含固态硬盘,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,经常使用，显示正常轻微亮黑点,Intel 酷睿 i3 2代,几乎全新，无任何瑕疵,机械硬盘250GB及以下,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
170,华硕 VivoBook S400CA,不含固态硬盘,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,显示异常，有色斑、漏光、花屏,Intel 酷睿 i3 2代,几乎全新，无任何瑕疵,机械硬盘250GB及以下,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
200,华硕 VivoBook S400CA,不含固态硬盘,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i3 2代,几乎全新，无任何瑕疵,触摸屏功能不正常,机械硬盘250GB及以下,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件
75,华硕 VivoBook S400CA,不含固态硬盘,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i3 2代,几乎全新，无任何瑕疵,机械硬盘250GB及以下,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件,机身进水
75,华硕 VivoBook S400CA,不含固态硬盘,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i3 2代,几乎全新，无任何瑕疵,机械硬盘250GB及以下,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件,严重维修
200,华硕 VivoBook S400CA,不含固态硬盘,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i3 2代,几乎全新，无任何瑕疵,机械硬盘250GB及以下,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件,硬盘损坏、健康度低、硬盘锁
290,华硕 VivoBook S400CA,不含固态硬盘,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i3 2代,几乎全新，无任何瑕疵,机械硬盘250GB及以下,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件,键盘外观磨损、功能异常
200,华硕 VivoBook S400CA,不含固态硬盘,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i3 2代,几乎全新，无任何瑕疵,机械硬盘250GB及以下,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件,无电池，电池鼓胀或不供电
290,华硕 VivoBook S400CA,不含固态硬盘,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i3 2代,几乎全新，无任何瑕疵,机械硬盘250GB及以下,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件,触摸板外观磨损、功能异常 
200,华硕 VivoBook S400CA,不含固态硬盘,2GB-3GB ,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,Intel 酷睿 i3 2代,几乎全新，无任何瑕疵,机械硬盘250GB及以下,核芯/集成显卡,无硬件锁,显卡功能正常,不缺件,接口功能异常
