3030,雷神 911-S6 系列,固态硬盘60GB-80GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,4G独立显卡,几乎全新，无任何瑕疵,Intel 酷睿 i7 7代,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
3090,雷神 911-S6 系列,固态硬盘120GB-192GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,4G独立显卡,几乎全新，无任何瑕疵,Intel 酷睿 i7 7代,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
3160,雷神 911-S6 系列,固态硬盘60GB-80GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,6G独立显卡,几乎全新，无任何瑕疵,Intel 酷睿 i7 7代,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
3370,雷神 911-S6 系列,固态硬盘120GB-192GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,6G独立显卡,几乎全新，无任何瑕疵,Intel 酷睿 i7 7代,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
3150,雷神 911-S6 系列,固态硬盘120GB-192GB,16GB-18GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,4G独立显卡,几乎全新，无任何瑕疵,Intel 酷睿 i7 7代,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
3070,雷神 911-S6 系列,不含固态硬盘,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,6G独立显卡,几乎全新，无任何瑕疵,Intel 酷睿 i7 7代,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
3130,雷神 911-S6 系列,不含固态硬盘,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,4G独立显卡,几乎全新，无任何瑕疵,Intel 酷睿 i7 7代,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
3030,雷神 911-S6 系列,固态硬盘60GB-80GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,4G独立显卡,几乎全新，无任何瑕疵,Intel 酷睿 i7 7代,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
450,雷神 911-S6 系列,固态硬盘60GB-80GB,8GB,蓝屏、死机、不能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,4G独立显卡,几乎全新，无任何瑕疵,Intel 酷睿 i7 7代,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
150,雷神 911-S6 系列,固态硬盘60GB-80GB,8GB,无法开机,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,4G独立显卡,几乎全新，无任何瑕疵,Intel 酷睿 i7 7代,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
2790,雷神 911-S6 系列,固态硬盘60GB-80GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,4G独立显卡,无磕碰掉漆，有轻微划痕,Intel 酷睿 i7 7代,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
2730,雷神 911-S6 系列,固态硬盘60GB-80GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,4G独立显卡,仅有1-2处磕碰掉漆,Intel 酷睿 i7 7代,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
2180,雷神 911-S6 系列,固态硬盘60GB-80GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,4G独立显卡,有多处磕碰、掉漆,Intel 酷睿 i7 7代,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
2520,雷神 911-S6 系列,固态硬盘60GB-80GB,8GB,开机后能进入操作系统桌面,经常使用，完好有细微划痕,很少使用，显示完美几乎全新,4G独立显卡,几乎全新，无任何瑕疵,Intel 酷睿 i7 7代,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
1700,雷神 911-S6 系列,固态硬盘60GB-80GB,8GB,开机后能进入操作系统桌面,屏幕有裂痕、缺角、碎裂,很少使用，显示完美几乎全新,4G独立显卡,几乎全新，无任何瑕疵,Intel 酷睿 i7 7代,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
2520,雷神 911-S6 系列,固态硬盘60GB-80GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,经常使用，显示正常轻微亮黑点,4G独立显卡,几乎全新，无任何瑕疵,Intel 酷睿 i7 7代,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
1700,雷神 911-S6 系列,固态硬盘60GB-80GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,显示异常，有色斑、漏光、花屏,4G独立显卡,几乎全新，无任何瑕疵,Intel 酷睿 i7 7代,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件
910,雷神 911-S6 系列,固态硬盘60GB-80GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,4G独立显卡,几乎全新，无任何瑕疵,Intel 酷睿 i7 7代,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件,机身进水
910,雷神 911-S6 系列,固态硬盘60GB-80GB,8GB,开机后能进入操作系统桌面,很少使用，完美无任何痕迹,很少使用，显示完美几乎全新,4G独立显卡,几乎全新，无任何瑕疵,Intel 酷睿 i7 7代,机械硬盘500GB-1TB,无硬件锁,显卡功能正常,不缺件,严重维修
